[filename], [gate], [angular_velocity_min], [angular_velocity_max], [time_min], [time_max]
1.5_positions.xlsx,HipLeft x (mm),-0.46,0.45,4016.18,3112.35
1.5_positions.xlsx,HipLeft y (mm),-2.25,2.3,3015.63,4016.18
1.5_positions.xlsx,HipLeft z (mm),-1.46,1.63,4009.51,3142.37
1.5_positions.xlsx,KneeLeft x (mm),-0.79,1.0,1401.41,2575.39
1.5_positions.xlsx,KneeLeft y (mm),-2.1,1.83,2875.56,2712.13
1.5_positions.xlsx,KneeLeft z (mm),-0.84,1.19,4309.68,1958.39
1.5_positions.xlsx,AnkleLeft x (mm),-1.76,1.59,2642.1,5446.97
1.5_positions.xlsx,AnkleLeft y (mm),-1.97,2.01,2875.56,2712.13
1.5_positions.xlsx,AnkleLeft z (mm),-0.5,1.19,4309.68,5446.97
1.5_positions.xlsx,FootLeft x (mm),-1.79,2.04,2645.43,5476.99
1.5_positions.xlsx,FootLeft y (mm),-3.31,3.29,5537.02,2615.41
1.5_positions.xlsx,FootLeft z (mm),-2.86,3.01,6050.64,5443.64
1.5_positions.xlsx,HipRight x (mm),-0.42,0.36,4016.18,3962.82
1.5_positions.xlsx,HipRight y (mm),-2.19,2.4,3749.37,3952.82
1.5_positions.xlsx,HipRight z (mm),-1.49,1.71,4009.51,3145.71
1.5_positions.xlsx,KneeRight x (mm),-0.98,0.94,2575.39,2675.45
1.5_positions.xlsx,KneeRight y (mm),-2.23,2.52,2848.88,2805.52
1.5_positions.xlsx,KneeRight z (mm),-0.83,1.37,2418.64,1284.68
1.5_positions.xlsx,AnkleRight x (mm),-1.47,1.55,5436.97,2658.77
1.5_positions.xlsx,AnkleRight y (mm),-2.09,2.48,2848.88,2805.52
1.5_positions.xlsx,AnkleRight z (mm),-0.82,0.83,3839.42,4786.61
1.5_positions.xlsx,FootRight x (mm),-2.29,2.5,6450.86,6574.26
1.5_positions.xlsx,FootRight y (mm),-2.97,2.45,1741.6,2805.52
1.5_positions.xlsx,FootRight z (mm),-2.49,2.53,1941.71,1744.94
1.5_positions.xlsx,SpineShoulder x (mm),-0.31,0.33,2308.58,2348.6
1.5_positions.xlsx,SpineShoulder y (mm),-2.03,2.21,3752.71,3952.82
1.5_positions.xlsx,SpineShoulder z (mm),-0.76,0.79,2358.61,2555.38
1.5_positions.xlsx,HandTipLeft x (mm),-1.95,1.51,2622.08,4406.4
1.5_positions.xlsx,HandTipLeft y (mm),-3.88,4.08,4343.03,4029.53
1.5_positions.xlsx,HandTipLeft z (mm),-1.36,1.97,4333.03,3879.44
1.5_positions.xlsx,ThumbLeft x (mm),-2.03,2.31,1141.27,4446.42
1.5_positions.xlsx,ThumbLeft y (mm),-4.11,4.7,4439.75,4039.53
1.5_positions.xlsx,ThumbLeft z (mm),-1.94,2.41,2445.32,3475.89
1.5_positions.xlsx,HandTipRight x (mm),-1.67,2.77,4343.03,2445.32
1.5_positions.xlsx,HandTipRight y (mm),-3.2,3.42,4449.76,4036.2
1.5_positions.xlsx,HandTipRight z (mm),-1.86,1.49,4379.72,2672.11
1.5_positions.xlsx,ThumbRight x (mm),-2.84,2.63,4042.87,2448.66
1.5_positions.xlsx,ThumbRight y (mm),-3.06,4.39,3018.97,4039.53
1.5_positions.xlsx,ThumbRight z (mm),-2.29,2.43,310.81,540.94
1.6_positions.xlsx,SpineBase x (mm),-1.6,0.84,1227.5,6468.38
1.6_positions.xlsx,SpineBase y (mm),-2.18,1.65,1655.59,6974.31
1.6_positions.xlsx,SpineBase z (mm),-1.43,1.29,7279.16,6448.92
1.6_positions.xlsx,SpineMid x (mm),-0.71,0.96,1227.5,6474.87
1.6_positions.xlsx,SpineMid y (mm),-1.83,1.38,6474.87,7045.66
1.6_positions.xlsx,SpineMid z (mm),-0.59,0.58,7285.65,6442.44
1.6_positions.xlsx,Neck x (mm),-0.81,1.3,5780.84,4451.16
1.6_positions.xlsx,Neck y (mm),-2.34,1.91,6474.87,6786.21
1.6_positions.xlsx,Neck z (mm),-0.99,0.97,6481.35,6883.5
1.6_positions.xlsx,Head x (mm),-0.54,0.86,5677.06,6410.0
1.6_positions.xlsx,Head y (mm),-1.33,1.32,6740.8,6786.21
1.6_positions.xlsx,Head z (mm),-0.59,0.46,1422.08,6941.88
1.6_positions.xlsx,ShoulderLeft x (mm),-0.63,1.11,5482.47,4113.87
1.6_positions.xlsx,ShoulderLeft y (mm),-1.39,3.22,6345.14,6974.31
1.6_positions.xlsx,ShoulderLeft z (mm),-0.37,0.72,6079.21,6980.79
1.6_positions.xlsx,ElbowLeft x (mm),-0.65,0.74,2745.28,4074.96
1.6_positions.xlsx,ElbowLeft y (mm),-2.53,1.32,6371.09,1558.29
1.6_positions.xlsx,ElbowLeft z (mm),-1.92,1.22,6481.35,6585.13
1.6_positions.xlsx,WristLeft x (mm),-1.07,1.48,7110.52,6533.24
1.6_positions.xlsx,WristLeft y (mm),-3.85,1.79,6377.57,1623.16
1.6_positions.xlsx,WristLeft z (mm),-2.35,1.66,6416.49,7110.52
1.6_positions.xlsx,HandLeft x (mm),-0.96,1.14,1662.07,4146.31
1.6_positions.xlsx,HandLeft y (mm),-2.17,1.1,6364.6,1623.16
1.6_positions.xlsx,HandLeft z (mm),-1.48,0.72,6260.82,7136.46
1.6_positions.xlsx,ShoulderRight x (mm),-1.94,1.77,1688.02,4146.31
1.6_positions.xlsx,ShoulderRight y (mm),-1.78,2.03,1694.51,1415.6
1.6_positions.xlsx,ShoulderRight z (mm),-1.75,1.21,1415.6,1694.51
1.6_positions.xlsx,ElbowRight x (mm),-3.31,1.27,1590.73,1688.02
1.6_positions.xlsx,ElbowRight y (mm),-6.83,6.83,1590.73,1688.02
1.6_positions.xlsx,ElbowRight z (mm),-6.04,7.14,1590.73,1688.02
1.6_positions.xlsx,WristRight x (mm),-2.81,2.52,1590.73,6721.34
1.6_positions.xlsx,WristRight y (mm),-8.53,11.18,1590.73,1694.51
1.6_positions.xlsx,WristRight z (mm),-12.82,14.07,1590.73,1688.02
1.6_positions.xlsx,HandRight x (mm),-2.35,1.39,1597.21,1681.53
1.6_positions.xlsx,HandRight y (mm),-7.77,10.28,1590.73,1694.51
1.6_positions.xlsx,HandRight z (mm),-12.9,23.08,1597.21,1688.02
1.6_positions.xlsx,HipLeft x (mm),-1.55,0.9,1227.5,3711.73
1.6_positions.xlsx,HipLeft y (mm),-2.14,1.74,1655.59,6974.31
1.6_positions.xlsx,HipLeft z (mm),-1.4,1.17,7279.16,6448.92
1.6_positions.xlsx,KneeLeft x (mm),-2.31,3.26,4567.91,5346.26
1.6_positions.xlsx,KneeLeft y (mm),-2.47,3.46,5248.97,4587.37
1.6_positions.xlsx,KneeLeft z (mm),-1.68,2.17,4548.45,4749.53
1.6_positions.xlsx,AnkleLeft x (mm),-3.02,4.12,4541.97,5352.75
1.6_positions.xlsx,AnkleLeft y (mm),-4.68,4.39,5300.86,4587.37
1.6_positions.xlsx,AnkleLeft z (mm),-2.05,2.26,4541.97,5346.26
1.6_positions.xlsx,FootLeft x (mm),-3.28,6.59,5307.34,5352.75
1.6_positions.xlsx,FootLeft y (mm),-4.16,4.33,5287.88,4587.37
1.6_positions.xlsx,FootLeft z (mm),-3.36,4.16,4386.3,4749.53
1.6_positions.xlsx,HipRight x (mm),-1.6,0.91,1227.5,6468.38
1.6_positions.xlsx,HipRight y (mm),-1.86,1.67,1655.59,7045.66
1.6_positions.xlsx,HipRight z (mm),-1.46,1.41,7279.16,6448.92
1.6_positions.xlsx,KneeRight x (mm),-2.89,5.68,3017.7,1882.61
1.6_positions.xlsx,KneeRight y (mm),-5.86,4.17,1279.39,1876.12
1.6_positions.xlsx,KneeRight z (mm),-7.25,5.22,1882.61,1285.87
1.6_positions.xlsx,AnkleRight x (mm),-2.88,4.09,3017.7,1915.04
1.6_positions.xlsx,AnkleRight y (mm),-6.46,5.04,1305.33,2849.06
1.6_positions.xlsx,AnkleRight z (mm),-9.54,8.24,1915.04,1318.3
1.6_positions.xlsx,FootRight x (mm),-2.91,4.0,3984.15,1915.04
1.6_positions.xlsx,FootRight y (mm),-8.71,7.22,1305.33,2978.78
1.6_positions.xlsx,FootRight z (mm),-9.51,10.0,1915.04,1318.3
1.6_positions.xlsx,SpineShoulder x (mm),-0.69,1.11,5780.84,4451.16
1.6_positions.xlsx,SpineShoulder y (mm),-2.25,1.71,6474.87,6786.21
1.6_positions.xlsx,SpineShoulder z (mm),-0.83,0.77,6481.35,6883.5
1.6_positions.xlsx,HandTipLeft x (mm),-1.24,1.39,1662.07,4139.82
1.6_positions.xlsx,HandTipLeft y (mm),-2.22,1.49,6371.09,1623.16
1.6_positions.xlsx,HandTipLeft z (mm),-1.62,1.34,6254.33,3244.72
1.6_positions.xlsx,ThumbLeft x (mm),-2.21,2.08,11780.61,9276.92
1.6_positions.xlsx,ThumbLeft y (mm),-2.67,1.7,6974.31,6682.43
1.6_positions.xlsx,ThumbLeft z (mm),-2.65,2.65,6215.42,9276.92
1.6_positions.xlsx,HandTipRight x (mm),-2.3,1.51,1590.73,6144.07
1.6_positions.xlsx,HandTipRight y (mm),-7.77,11.4,1590.73,1694.51
1.6_positions.xlsx,HandTipRight z (mm),-12.99,23.37,1597.21,1688.02
1.6_positions.xlsx,ThumbRight x (mm),-2.42,2.26,1597.21,7181.87
1.6_positions.xlsx,ThumbRight y (mm),-7.75,9.23,1590.73,1694.51
1.6_positions.xlsx,ThumbRight z (mm),-13.12,23.82,1603.7,1688.02
11.1_positions.xlsx,SpineBase x (mm),-0.53,0.34,2202.54,1567.92
11.1_positions.xlsx,SpineBase y (mm),-0.14,0.54,3260.86,2197.09
11.1_positions.xlsx,SpineBase z (mm),-1.45,0.01,2133.44,353.22
11.1_positions.xlsx,SpineMid x (mm),-0.45,0.39,2133.44,1433.36
11.1_positions.xlsx,SpineMid y (mm),-0.11,0.5,1873.41,2140.72
11.1_positions.xlsx,SpineMid z (mm),-1.36,0.01,2131.63,513.24
11.1_positions.xlsx,Neck x (mm),-0.5,0.43,2104.35,1506.09
11.1_positions.xlsx,Neck y (mm),-0.1,0.58,1160.6,1500.64
11.1_positions.xlsx,Neck z (mm),-1.31,0.01,2000.7,424.14
11.1_positions.xlsx,Head x (mm),-0.55,0.42,2137.08,1400.63
11.1_positions.xlsx,Head y (mm),-0.09,0.45,1166.05,2138.9
11.1_positions.xlsx,Head z (mm),-1.36,0.01,1802.49,649.62
11.1_positions.xlsx,ShoulderLeft x (mm),-0.61,0.41,2235.28,1411.54
11.1_positions.xlsx,ShoulderLeft y (mm),-0.14,0.59,1871.59,2167.99
11.1_positions.xlsx,ShoulderLeft z (mm),-1.33,0.03,2235.28,95.01
11.1_positions.xlsx,ElbowLeft x (mm),-0.44,0.33,2220.73,1433.36
11.1_positions.xlsx,ElbowLeft y (mm),-0.44,0.59,1998.88,2202.54
11.1_positions.xlsx,ElbowLeft z (mm),-1.49,0.11,2428.03,35.0
11.1_positions.xlsx,WristLeft x (mm),-0.51,0.43,2295.28,1431.54
11.1_positions.xlsx,WristLeft y (mm),-0.7,0.78,1997.06,2526.22
11.1_positions.xlsx,WristLeft z (mm),-1.9,0.06,2420.75,558.7
11.1_positions.xlsx,HandLeft x (mm),-0.72,0.4,3642.72,1467.91
11.1_positions.xlsx,HandLeft y (mm),-0.76,0.83,2002.52,2475.31
11.1_positions.xlsx,HandLeft z (mm),-2.03,0.42,2498.94,540.52
11.1_positions.xlsx,ShoulderRight x (mm),-0.56,0.35,2166.18,1498.82
11.1_positions.xlsx,ShoulderRight y (mm),-0.16,0.53,1240.61,2167.99
11.1_positions.xlsx,ShoulderRight z (mm),-1.23,0.01,1867.96,315.04
11.1_positions.xlsx,ElbowRight x (mm),-0.44,0.45,2162.54,1540.64
11.1_positions.xlsx,ElbowRight y (mm),-0.23,0.61,1364.26,2831.71
11.1_positions.xlsx,ElbowRight z (mm),-1.55,0.03,1935.24,496.88
11.1_positions.xlsx,WristRight x (mm),-0.49,0.47,2229.82,1629.74
11.1_positions.xlsx,WristRight y (mm),-0.23,0.78,1362.44,1537.01
11.1_positions.xlsx,WristRight z (mm),-1.73,0.09,1535.19,1033.31
11.1_positions.xlsx,HandRight x (mm),-0.81,0.73,2268.01,2999.01
11.1_positions.xlsx,HandRight y (mm),-0.29,0.69,2071.62,1637.02
11.1_positions.xlsx,HandRight z (mm),-1.66,0.34,1733.39,1133.32
11.1_positions.xlsx,HipLeft x (mm),-0.49,0.29,2135.26,1509.73
11.1_positions.xlsx,HipLeft y (mm),-0.14,0.57,1873.41,1533.37
11.1_positions.xlsx,HipLeft z (mm),-1.52,0.01,2135.26,384.13
11.1_positions.xlsx,KneeLeft x (mm),-0.38,0.21,2167.99,1700.66
11.1_positions.xlsx,KneeLeft y (mm),-0.79,1.07,3068.11,1533.37
11.1_positions.xlsx,KneeLeft z (mm),-2.22,0.01,1538.82,956.93
11.1_positions.xlsx,AnkleLeft x (mm),-0.79,0.86,3271.77,3229.94
11.1_positions.xlsx,AnkleLeft y (mm),-1.12,1.66,3231.76,3269.95
11.1_positions.xlsx,AnkleLeft z (mm),-3.33,0.07,3066.29,35.0
11.1_positions.xlsx,FootLeft x (mm),-1.28,1.25,3233.58,3286.32
11.1_positions.xlsx,FootLeft y (mm),-2.75,2.9,1731.58,1773.4
11.1_positions.xlsx,FootLeft z (mm),-6.11,3.0,1771.58,1367.89
11.1_positions.xlsx,HipRight x (mm),-0.53,0.37,2202.54,1567.92
11.1_positions.xlsx,HipRight y (mm),-0.16,0.54,3264.49,2193.45
11.1_positions.xlsx,HipRight z (mm),-1.31,0.01,2129.81,218.66
11.1_positions.xlsx,KneeRight x (mm),-1.11,0.62,3335.41,3471.79
11.1_positions.xlsx,KneeRight y (mm),-0.42,1.62,2668.06,2766.25
11.1_positions.xlsx,KneeRight z (mm),-2.31,0.03,3335.41,267.76
11.1_positions.xlsx,AnkleRight x (mm),-0.88,0.67,1233.33,2604.41
11.1_positions.xlsx,AnkleRight y (mm),-0.89,2.0,1229.69,1269.7
11.1_positions.xlsx,AnkleRight z (mm),-3.34,0.19,2435.3,1271.52
11.1_positions.xlsx,FootRight x (mm),-0.97,0.65,3468.16,3602.72
11.1_positions.xlsx,FootRight y (mm),-2.38,3.48,2335.29,3468.16
11.1_positions.xlsx,FootRight z (mm),-5.16,2.12,3469.97,3602.72
11.1_positions.xlsx,SpineShoulder x (mm),-0.45,0.43,2111.62,1506.09
11.1_positions.xlsx,SpineShoulder y (mm),-0.09,0.55,1235.15,1500.64
11.1_positions.xlsx,SpineShoulder z (mm),-1.31,0.01,2000.7,122.28
11.1_positions.xlsx,HandTipLeft x (mm),-0.77,0.52,3602.72,1435.18
11.1_positions.xlsx,HandTipLeft y (mm),-0.81,1.25,1909.78,2468.03
11.1_positions.xlsx,HandTipLeft z (mm),-2.4,0.75,2468.03,653.26
11.1_positions.xlsx,ThumbLeft x (mm),-1.71,2.59,2369.84,2135.26
11.1_positions.xlsx,ThumbLeft y (mm),-2.47,2.36,2004.34,2140.72
11.1_positions.xlsx,ThumbLeft z (mm),-3.81,2.2,2137.08,2198.91
11.1_positions.xlsx,HandTipRight x (mm),-0.74,0.54,2200.73,1635.2
11.1_positions.xlsx,HandTipRight y (mm),-0.47,0.56,2071.62,1560.65
11.1_positions.xlsx,HandTipRight z (mm),-1.99,1.02,1744.3,996.94
11.1_positions.xlsx,ThumbRight x (mm),-2.67,3.57,3502.71,2671.69
11.1_positions.xlsx,ThumbRight y (mm),-2.35,3.85,2669.87,2402.57
11.1_positions.xlsx,ThumbRight z (mm),-3.39,1.31,2402.57,522.33
2.1_positions.xlsx,SpineBase x (mm),-1.12,1.03,2715.12,4553.07
2.1_positions.xlsx,SpineBase y (mm),-1.12,0.94,2221.13,3343.51
2.1_positions.xlsx,SpineBase z (mm),-1.0,1.65,2344.62,2242.92
2.1_positions.xlsx,SpineMid x (mm),-1.33,1.01,2707.86,4549.44
2.1_positions.xlsx,SpineMid y (mm),-1.2,0.97,6078.64,3274.5
2.1_positions.xlsx,SpineMid z (mm),-0.34,0.66,3274.5,2242.92
2.1_positions.xlsx,Neck x (mm),-1.51,1.0,2707.86,4672.94
2.1_positions.xlsx,Neck y (mm),-1.61,1.14,6078.64,3274.5
2.1_positions.xlsx,Neck z (mm),-0.45,0.3,3274.5,2638.84
2.1_positions.xlsx,Head x (mm),-1.2,1.26,2769.6,1178.65
2.1_positions.xlsx,Head y (mm),-1.06,0.91,6075.01,4676.57
2.1_positions.xlsx,Head z (mm),-0.27,0.4,3408.89,2635.21
2.1_positions.xlsx,ShoulderLeft x (mm),-1.36,1.16,2642.47,4640.25
2.1_positions.xlsx,ShoulderLeft y (mm),-1.7,1.55,2210.23,3278.13
2.1_positions.xlsx,ShoulderLeft z (mm),-0.62,0.53,3274.5,2206.6
2.1_positions.xlsx,ElbowLeft x (mm),-1.8,2.23,4044.55,4578.5
2.1_positions.xlsx,ElbowLeft y (mm),-1.9,2.05,5995.1,5671.83
2.1_positions.xlsx,ElbowLeft z (mm),-1.77,1.35,2871.31,3706.74
2.1_positions.xlsx,WristLeft x (mm),-1.96,2.33,1545.51,1607.26
2.1_positions.xlsx,WristLeft y (mm),-2.74,2.08,5947.88,4106.3
2.1_positions.xlsx,WristLeft z (mm),-2.53,2.39,2871.31,3644.99
2.1_positions.xlsx,HandLeft x (mm),-2.24,1.87,3877.46,6078.64
2.1_positions.xlsx,HandLeft y (mm),-2.85,1.48,5973.31,946.18
2.1_positions.xlsx,HandLeft z (mm),-2.68,1.24,2878.57,3946.48
2.1_positions.xlsx,ShoulderRight x (mm),-1.23,1.73,2842.25,5541.06
2.1_positions.xlsx,ShoulderRight y (mm),-2.38,1.77,2213.86,1876.06
2.1_positions.xlsx,ShoulderRight z (mm),-0.58,0.44,5602.81,2609.78
2.1_positions.xlsx,ElbowRight x (mm),-2.14,1.82,5679.09,4277.02
2.1_positions.xlsx,ElbowRight y (mm),-3.22,2.22,1777.98,1908.75
2.1_positions.xlsx,ElbowRight z (mm),-3.25,1.73,1908.75,1781.61
2.1_positions.xlsx,WristRight x (mm),-10.51,11.82,6009.63,5911.56
2.1_positions.xlsx,WristRight y (mm),-5.13,4.64,6013.26,4945.36
2.1_positions.xlsx,WristRight z (mm),-3.39,5.14,6016.9,2348.26
2.1_positions.xlsx,HandRight x (mm),-15.07,14.82,6009.63,5911.56
2.1_positions.xlsx,HandRight y (mm),-6.7,6.15,6009.63,4945.36
2.1_positions.xlsx,HandRight z (mm),-4.56,5.29,6307.48,6347.44
2.1_positions.xlsx,HipLeft x (mm),-1.15,1.07,2711.49,4560.34
2.1_positions.xlsx,HipLeft y (mm),-1.11,0.97,2235.65,3343.51
2.1_positions.xlsx,HipLeft z (mm),-0.83,1.56,2344.62,2239.29
2.1_positions.xlsx,KneeLeft x (mm),-1.88,2.37,2279.24,4905.41
2.1_positions.xlsx,KneeLeft y (mm),-2.42,1.58,3677.68,3405.26
2.1_positions.xlsx,KneeLeft z (mm),-1.53,1.99,1265.83,2380.95
2.1_positions.xlsx,AnkleLeft x (mm),-2.74,3.32,2297.4,3212.75
2.1_positions.xlsx,AnkleLeft y (mm),-2.05,2.06,3681.32,1374.8
2.1_positions.xlsx,AnkleLeft z (mm),-2.32,1.79,2275.61,2511.71
2.1_positions.xlsx,FootLeft x (mm),-2.69,4.46,2297.4,3078.35
2.1_positions.xlsx,FootLeft y (mm),-2.68,2.82,3579.61,67.16
2.1_positions.xlsx,FootLeft z (mm),-5.06,4.53,3575.98,4538.54
2.1_positions.xlsx,HipRight x (mm),-1.07,1.01,2718.75,4545.81
2.1_positions.xlsx,HipRight y (mm),-1.25,0.91,2213.86,3343.51
2.1_positions.xlsx,HipRight z (mm),-1.14,1.75,2344.62,2242.92
2.1_positions.xlsx,KneeRight x (mm),-3.65,5.25,1977.76,2311.93
2.1_positions.xlsx,KneeRight y (mm),-2.1,2.57,3314.45,1908.75
2.1_positions.xlsx,KneeRight z (mm),-5.31,5.92,1974.13,2311.93
2.1_positions.xlsx,AnkleRight x (mm),-2.58,3.08,2987.54,2275.61
2.1_positions.xlsx,AnkleRight y (mm),-5.33,2.35,2311.93,1981.39
2.1_positions.xlsx,AnkleRight z (mm),-3.46,1.59,681.02,3270.86
2.1_positions.xlsx,FootRight x (mm),-4.72,6.52,982.51,938.92
2.1_positions.xlsx,FootRight y (mm),-3.11,2.22,1076.95,3042.03
2.1_positions.xlsx,FootRight z (mm),-4.55,4.16,2377.31,4941.73
2.1_positions.xlsx,SpineShoulder x (mm),-1.48,1.0,2707.86,4545.81
2.1_positions.xlsx,SpineShoulder y (mm),-1.58,1.1,6078.64,3274.5
2.1_positions.xlsx,SpineShoulder z (mm),-0.41,0.27,3274.5,2638.84
2.1_positions.xlsx,HandTipLeft x (mm),-2.89,2.02,3921.05,6082.28
2.1_positions.xlsx,HandTipLeft y (mm),-2.97,1.82,5944.25,989.77
2.1_positions.xlsx,HandTipLeft z (mm),-2.75,1.54,2856.78,3935.58
2.1_positions.xlsx,ThumbLeft x (mm),-2.62,2.56,3895.62,6100.44
2.1_positions.xlsx,ThumbLeft y (mm),-4.36,3.09,5980.57,3543.29
2.1_positions.xlsx,ThumbLeft z (mm),-3.23,1.85,2874.94,1937.8
2.1_positions.xlsx,HandTipRight x (mm),-18.91,19.0,6009.63,5911.56
2.1_positions.xlsx,HandTipRight y (mm),-7.99,6.15,6009.63,4945.36
2.1_positions.xlsx,HandTipRight z (mm),-4.68,4.94,6478.2,4945.36
2.1_positions.xlsx,ThumbRight x (mm),-17.33,14.05,6009.63,5911.56
2.1_positions.xlsx,ThumbRight y (mm),-5.48,6.12,6307.48,4945.36
2.1_positions.xlsx,ThumbRight z (mm),-3.59,4.94,6307.48,4945.36
2.2_positions.xlsx,SpineBase x (mm),-0.19,0.12,4701.42,2740.32
2.2_positions.xlsx,SpineBase y (mm),-0.35,0.41,5561.25,6137.29
2.2_positions.xlsx,SpineBase z (mm),-0.1,0.1,5641.72,4709.89
2.2_positions.xlsx,SpineMid x (mm),-0.21,0.21,4205.85,2143.1
2.2_positions.xlsx,SpineMid y (mm),-0.34,0.38,5531.6,6137.29
2.2_positions.xlsx,SpineMid z (mm),-0.16,0.08,5340.99,6082.23
2.2_positions.xlsx,Neck x (mm),-0.33,0.35,4277.85,5345.23
2.2_positions.xlsx,Neck y (mm),-0.47,0.38,5510.42,6141.53
2.2_positions.xlsx,Neck z (mm),-0.22,0.12,5340.99,6137.29
2.2_positions.xlsx,Head x (mm),-0.27,0.27,4413.39,5404.53
2.2_positions.xlsx,Head y (mm),-0.41,0.41,5637.49,6107.64
2.2_positions.xlsx,Head z (mm),-0.24,0.18,5404.53,6005.99
2.2_positions.xlsx,ShoulderLeft x (mm),-0.5,0.4,4739.54,5544.3
2.2_positions.xlsx,ShoulderLeft y (mm),-0.67,0.82,5544.3,6306.71
2.2_positions.xlsx,ShoulderLeft z (mm),-0.31,0.15,5544.3,6306.71
2.2_positions.xlsx,ElbowLeft x (mm),-1.66,1.54,4701.42,5705.26
2.2_positions.xlsx,ElbowLeft y (mm),-1.96,1.08,5705.26,4803.07
2.2_positions.xlsx,ElbowLeft z (mm),-0.34,0.24,4705.65,4756.48
2.2_positions.xlsx,WristLeft x (mm),-1.83,2.59,4574.35,6238.94
2.2_positions.xlsx,WristLeft y (mm),-2.33,2.84,6302.48,4811.54
2.2_positions.xlsx,WristLeft z (mm),-0.75,0.84,5645.96,4811.54
2.2_positions.xlsx,HandLeft x (mm),-1.48,2.25,4498.11,6238.94
2.2_positions.xlsx,HandLeft y (mm),-1.52,1.49,6666.74,6709.1
2.2_positions.xlsx,HandLeft z (mm),-0.61,0.53,8039.08,4273.62
2.2_positions.xlsx,ShoulderRight x (mm),-0.28,0.38,4341.39,5273.22
2.2_positions.xlsx,ShoulderRight y (mm),-0.56,0.6,5518.89,6205.06
2.2_positions.xlsx,ShoulderRight z (mm),-0.21,0.2,5654.43,6018.69
2.2_positions.xlsx,ElbowRight x (mm),-0.94,1.78,5773.03,2439.6
2.2_positions.xlsx,ElbowRight y (mm),-2.05,1.26,5573.95,2439.6
2.2_positions.xlsx,ElbowRight z (mm),-0.67,0.67,4104.19,4163.49
2.2_positions.xlsx,WristRight x (mm),-2.34,2.76,5531.6,4811.54
2.2_positions.xlsx,WristRight y (mm),-2.41,1.63,5535.83,4718.36
2.2_positions.xlsx,WristRight z (mm),-0.93,1.51,5476.53,4574.35
2.2_positions.xlsx,HandRight x (mm),-1.65,2.19,6433.78,5379.11
2.2_positions.xlsx,HandRight y (mm),-1.36,1.45,2376.06,2439.6
2.2_positions.xlsx,HandRight z (mm),-0.96,0.65,5374.88,4604.0
2.2_positions.xlsx,HipLeft x (mm),-0.16,0.13,4701.42,2939.4
2.2_positions.xlsx,HipLeft y (mm),-0.35,0.41,5565.48,6133.05
2.2_positions.xlsx,HipLeft z (mm),-0.09,0.12,5633.25,2236.29
2.2_positions.xlsx,KneeLeft x (mm),-0.72,0.93,2401.47,2969.05
2.2_positions.xlsx,KneeLeft y (mm),-0.46,0.66,4205.85,4637.88
2.2_positions.xlsx,KneeLeft z (mm),-0.3,0.27,5370.64,3816.17
2.2_positions.xlsx,AnkleLeft x (mm),-2.34,2.04,2371.83,2884.34
2.2_positions.xlsx,AnkleLeft y (mm),-1.19,0.88,2376.06,4472.69
2.2_positions.xlsx,AnkleLeft z (mm),-1.15,1.03,3337.55,2875.86
2.2_positions.xlsx,FootLeft x (mm),-3.53,1.93,2401.47,3799.23
2.2_positions.xlsx,FootLeft y (mm),-2.69,2.15,2376.06,4472.69
2.2_positions.xlsx,FootLeft z (mm),-3.24,3.17,3104.59,3142.71
2.2_positions.xlsx,HipRight x (mm),-0.19,0.15,4701.42,2740.32
2.2_positions.xlsx,HipRight y (mm),-0.36,0.38,5455.36,6133.05
2.2_positions.xlsx,HipRight z (mm),-0.1,0.13,5705.26,4625.17
2.2_positions.xlsx,KneeRight x (mm),-1.08,1.13,902.07,4506.58
2.2_positions.xlsx,KneeRight y (mm),-1.42,2.46,5171.57,4671.77
2.2_positions.xlsx,KneeRight z (mm),-0.33,0.38,4637.88,902.07
2.2_positions.xlsx,AnkleRight x (mm),-1.88,2.83,770.76,4570.11
2.2_positions.xlsx,AnkleRight y (mm),-1.72,2.45,5171.57,4671.77
2.2_positions.xlsx,AnkleRight z (mm),-1.44,1.48,1304.45,770.76
2.2_positions.xlsx,FootRight x (mm),-2.81,2.66,974.07,330.26
2.2_positions.xlsx,FootRight y (mm),-2.69,2.58,508.15,4676.0
2.2_positions.xlsx,FootRight z (mm),-3.29,3.11,334.49,6107.64
2.2_positions.xlsx,SpineShoulder x (mm),-0.3,0.32,4277.85,5345.23
2.2_positions.xlsx,SpineShoulder y (mm),-0.42,0.38,5514.65,6141.53
2.2_positions.xlsx,SpineShoulder z (mm),-0.2,0.12,5345.23,6010.22
2.2_positions.xlsx,HandTipLeft x (mm),-1.85,1.32,4608.23,6238.94
2.2_positions.xlsx,HandTipLeft y (mm),-1.53,1.65,6099.17,4764.95
2.2_positions.xlsx,HandTipLeft z (mm),-1.3,1.17,4404.92,6243.18
2.2_positions.xlsx,ThumbLeft x (mm),-2.5,2.92,4239.73,6238.94
2.2_positions.xlsx,ThumbLeft y (mm),-2.04,2.03,6535.44,4502.34
2.2_positions.xlsx,ThumbLeft z (mm),-2.9,3.14,2210.87,3807.7
2.2_positions.xlsx,HandTipRight x (mm),-1.63,1.81,6166.94,4476.93
2.2_positions.xlsx,HandTipRight y (mm),-1.56,1.53,5565.48,4697.18
2.2_positions.xlsx,HandTipRight z (mm),-1.1,1.12,5387.59,4438.81
2.2_positions.xlsx,ThumbRight x (mm),-2.6,2.93,270.96,5739.14
